Geo Point,NAME,STATE_NAME
"31.4951939674, -98.5954600939",Mills,Texas
"31.3431998626, -93.8518024149",Sabine,Texas
"43.5938619334, -90.8343823934",Vernon,Wisconsin
"36.3019098987, -95.2308460091",Mayes,Oklahoma
"43.411940562, -113.980147573",Blaine,Idaho
"39.7621646287, -104.875801423",Denver,Colorado
"36.4912704378, -81.1278593427",Alleghany,North Carolina
"34.2902311647, -98.3722432436",Cotton,Oklahoma
"37.9616839121, -90.8774245019",Washington,Missouri
"39.9879052609, -91.1884921409",Adams,Illinois
"34.3325069471, -79.9577199015",Darlington,South Carolina
"44.1131203121, -89.2428789608",Waushara,Wisconsin
"58.4439351761, -134.230339191",Juneau,Alaska
"42.7197222221, -103.135438139",Dawes,Nebraska
"44.3349392585, -84.1264136573",Ogemaw,Michigan
"27.6813329888, -98.5089060613",Duval,Texas
"42.6604993637, -90.1317220132",Lafayette,Wisconsin
"34.1365496957, -87.8871383639",Marion,Alabama
"36.8569745004, -83.2179510399",Harlan,Kentucky
"37.0116206611, -78.6616435866",Charlotte,Virginia
"47.5875228967, -99.6609104924",Wells,North Dakota
"40.2783937765, -83.0048853482",Delaware,Ohio
"35.4035078706, -101.354183029",Carson,Texas
"33.0611535027, -82.0007811537",Burke,Georgia
"42.8542597176, -113.637461803",Minidoka,Idaho
"37.731772508, -87.0872269242",Daviess,Kentucky
"36.6867158656, -91.4032949632",Oregon,Missouri
"43.6446171312, -86.5817719968",Oceana,Michigan
"32.1005542205, -85.7156972254",Bullock,Alabama
"42.5950071515, -76.0702669072",Cortland,New York
"39.9731414157, -75.7484542227",Chester,Pennsylvania
"38.8295152487, -76.8472924091",Prince George's,Maryland
"41.0146401139, -80.7762950605",Mahoning,Ohio
"40.5623281403, -74.1382730507",Richmond,New York
"48.771256978, -94.9045482536",Lake of the Woods,Minnesota
"44.3039525837, -91.3584515501",Trempealeau,Wisconsin
"38.2122718972, -94.8429319755",Linn,Kansas
"33.5580341574, -92.5030441645",Calhoun,Arkansas
"38.1554971802, -107.76931682",Ouray,Colorado
"36.4968580761, -87.382887079",Montgomery,Tennessee
"47.6069508739, -101.321804009",McLean,North Dakota
"32.325973709, -87.1064763258",Dallas,Alabama
"35.7051457145, -77.9186629547",Wilson,North Carolina
"36.3318375802, -88.3012135686",Henry,Tennessee
"40.5158445871, -85.6547259036",Grant,Indiana
"34.5539435236, -83.2934335296",Stephens,Georgia
"33.6392003476, -97.2126261296",Cooke,Texas
"26.5756896561, -81.9154527285",Lee,Florida
"38.8583044048, -78.570851665",Shenandoah,Virginia
"37.3088201365, -87.540842137",Hopkins,Kentucky
"32.9326627045, -109.887451628",Graham,Arizona
"46.9653297577, -104.248943969",Wibaux,Montana
"31.9728932009, -83.4323638025",Wilcox,Georgia
"44.0067583131, -116.76084539",Payette,Idaho
"31.3264967359, -99.8639623316",Concho,Texas
"36.3582326717, -89.1487992023",Obion,Tennessee
"47.726661247, -90.3859738837",Cook,Minnesota
"45.2273857114, -109.028015883",Carbon,Montana
"45.8627174808, -92.3675651683",Burnett,Wisconsin
"34.5150997489, -77.8884355846",Pender,North Carolina
"41.2249600832, -73.3712046145",Fairfield,Connecticut
"36.9233401324, -76.2456336955",Norfolk,Virginia
"43.8404850615, -104.567830048",Weston,Wyoming
"31.8055957772, -82.6369408916",Jeff Davis,Georgia
"32.7979817888, -94.3572221859",Marion,Texas
"40.4379183725, -85.0056353252",Jay,Indiana
"37.6558723241, -80.8585729141",Summers,West Virginia
"34.5216520166, -87.311044513",Lawrence,Alabama
"36.2776668644, -101.893467006",Sherman,Texas
"39.0580193147, -90.9600453966",Lincoln,Missouri
"28.8935249788, -98.5271322703",Atascosa,Texas
"33.8349402867, -83.437054781",Oconee,Georgia
"30.4441430277, -83.4701228264",Madison,Florida
"40.872385845, -97.1395097335",Seward,Nebraska
"40.5795915499, -81.0897165993",Carroll,Ohio
"30.8219752667, -90.7103202756",St. Helena,Louisiana
"44.0688768938, -88.6446587541",Winnebago,Wisconsin
"47.2663787156, -104.89951088",Dawson,Montana
"35.3955080611, -109.488828707",Apache,Arizona
"30.9387779365, -84.8688701106",Seminole,Georgia
"30.3180548031, -98.9464800144",Gillespie,Texas
"38.2737274749, -77.1564526995",King George,Virginia
"40.3672314599, -76.4577127611",Lebanon,Pennsylvania
"37.4320425654, -93.8502883553",Dade,Missouri
"39.0822408645, -82.0229005014",Meigs,Ohio
"34.482314169, -97.0679060587",Murray,Oklahoma
"39.0959545402, -75.5046137018",Kent,Delaware
"46.0816740437, -114.120758882",Ravalli,Montana
"39.7836260546, -96.5229367542",Marshall,Kansas
"48.3653542741, -106.667442369",Valley,Montana
"38.9086479451, -78.2084593587",Warren,Virginia
"39.6400558465, -85.1787249608",Fayette,Indiana
"40.8730327985, -98.0228653105",Hamilton,Nebraska
"33.0138972496, -83.9186821405",Monroe,Georgia
"35.9966113202, -88.9326248037",Gibson,Tennessee
"37.1865096844, -77.2241521943",Prince George,Virginia
"47.7176029342, -98.9016466849",Eddy,North Dakota
"47.0376054401, -122.13722281",Pierce,Washington
"36.7483050997, -102.517723689",Cimarron,Oklahoma
"41.397302247, -97.9922509137",Nance,Nebraska
"39.5984047698, -122.392206808",Glenn,California
"43.5179689655, -71.4226936063",Belknap,New Hampshire
"37.9370590546, -76.7296872797",Richmond,Virginia
"33.7353045888, -93.6684431539",Hempstead,Arkansas
"38.385163021, -93.7927500298",Henry,Missouri
"39.7845831125, -99.347022123",Phillips,Kansas
"18.2884177602, -66.2525509031",Naranjito,Puerto Rico
"39.2965532011, -96.7351769755",Riley,Kansas
"32.7626642246, -87.6291176816",Hale,Alabama
"32.8977580696, -96.407781044",Rockwall,Texas
"44.2411163796, -114.281712396",Custer,Idaho
"47.108629802, -94.9166206034",Hubbard,Minnesota
"40.5240610865, -97.1409086996",Saline,Nebraska
"35.5137978753, -86.4588856967",Bedford,Tennessee
"44.7091742748, -117.675363456",Baker,Oregon
"34.3575285169, -119.126027193",Ventura,California
"42.3851848526, -94.6404136047",Calhoun,Iowa
"18.0836334373, -66.9433118197",Sabana Grande,Puerto Rico
"41.0001918546, -78.4741251099",Clearfield,Pennsylvania
"46.6997094485, -88.3521803449",Baraga,Michigan
"44.5267152135, -107.995198768",Big Horn,Wyoming
"48.2217054336, -101.541784418",Ward,North Dakota
"34.7684002341, -88.9088980221",Tippah,Mississippi
"37.5815223099, -119.905517029",Mariposa,California
"44.6484737252, -93.5358982367",Scott,Minnesota
"35.2172743542, -87.3955844374",Lawrence,Tennessee
"41.3012406125, -70.12811317",Nantucket,Massachusetts
"33.214771, -81.0542337736",Bamberg,South Carolina
"41.8935293191, -88.7703159232",DeKalb,Illinois
"35.8375699223, -100.270473266",Hemphill,Texas
"36.341483312, -91.0277165202",Randolph,Arkansas
"33.7942334247, -85.2110263502",Haralson,Georgia
"35.9210263138, -81.1770268506",Alexander,North Carolina
"35.4217523265, -88.6134615499",Chester,Tennessee
"40.7394701918, -93.3273638708",Wayne,Iowa
"47.9216811843, -98.1920324671",Nelson,North Dakota
"41.3021937169, -80.2577062656",Mercer,Pennsylvania
"38.0874875679, -88.1795748823",White,Illinois
"43.7535894574, -88.4882631121",Fond du Lac,Wisconsin
"44.5059941907, -87.3072532822",Kewaunee,Wisconsin
"34.5301133129, -102.784538195",Parmer,Texas
"38.9147788411, -98.7623510222",Russell,Kansas
"32.4177916678, -91.7634818429",Richland,Louisiana
"34.1492251125, -87.3736834128",Winston,Alabama
"33.9746150928, -99.7779848782",Foard,Texas
"34.8414378315, -116.17846142",San Bernardino,California
"41.2953518815, -96.1544786904",Douglas,Nebraska
"38.8530983407, -77.2997880719",Fairfax,Virginia
"38.0423302608, -84.4587221937",Fayette,Kentucky
"35.2066555213, -96.9483597747",Pottawatomie,Oklahoma
"60.1194076421, -151.698058085",Kenai Peninsula,Alaska
"44.7267746477, -91.2859815878",Eau Claire,Wisconsin
"40.8915578871, -88.5577158078",Livingston,Illinois
"32.7425260993, -101.947684441",Dawson,Texas
"61.4170040809, -144.760229318",Valdez-Cordova,Alaska
"43.8958184046, -99.847385514",Lyman,South Dakota
"32.7134544164, -93.3349833098",Webster,Louisiana
"39.2690076722, -121.351262732",Yuba,California
"38.781907067, -90.6748987038",St. Charles,Missouri
"32.1567629596, -81.8868846224",Evans,Georgia
"31.8694627053, -101.520802191",Glasscock,Texas
"47.457077544, -98.882985338",Foster,North Dakota
"41.1690382608, -98.0379852209",Merrick,Nebraska
"45.2115438874, -90.5012525364",Taylor,Wisconsin
"31.1749078562, -90.4041605467",Pike,Mississippi
"40.7882358798, -89.2111061648",Woodford,Illinois
"40.1208707645, -87.2419916982",Fountain,Indiana
"33.1912219797, -91.7684475565",Ashley,Arkansas
"41.9149937091, -101.740518753",Grant,Nebraska
"18.4578316549, -65.9025233046",Loíza,Puerto Rico
"36.7617766621, -95.2084741643",Craig,Oklahoma
"33.1235953208, -96.0854546373",Hunt,Texas
"36.1611646374, -91.4798585278",Sharp,Arkansas
"43.0208142456, -88.7758658272",Jefferson,Wisconsin
"37.0759383564, -77.6322882986",Dinwiddie,Virginia
"33.5505241007, -90.3010646863",Leflore,Mississippi
"40.3850195156, -80.7609722941",Jefferson,Ohio
"35.4654508069, -96.3227791208",Okfuskee,Oklahoma
"18.4336934204, -66.674969152",Arecibo,Puerto Rico
"39.3503339996, -98.7679898039",Osborne,Kansas
"40.7455891853, -95.6046765408",Fremont,Iowa
"35.2467670437, -80.8327311406",Mecklenburg,North Carolina
"37.191870471, -120.717688",Merced,California
"36.2983026796, -88.7177438488",Weakley,Tennessee
"34.453472028, -86.8529215684",Morgan,Alabama
"44.7968254915, -73.2948285063",Grand Isle,Vermont
"40.8571485251, -74.9973498515",Warren,New Jersey
"38.4736812339, -77.0134840998",Charles,Maryland
"33.8983618624, -92.1851454385",Cleveland,Arkansas
"37.887648789, -99.3121708301",Edwards,Kansas
"33.3633180669, -104.466879578",Chaves,New Mexico
"45.394991781, -105.630190704",Powder River,Montana
"40.4403578768, -118.404438052",Pershing,Nevada
"35.0513554263, -106.670199593",Bernalillo,New Mexico
"39.5767751714, -75.3579856904",Salem,New Jersey
"28.300314142, -80.7012054832",Brevard,Florida
"30.2413631478, -84.8829111582",Liberty,Florida
"40.1616556187, -85.7193451682",Madison,Indiana
"38.4326851414, -102.740340455",Kiowa,Colorado
"42.383771317, -93.7068096741",Hamilton,Iowa
"41.7055177405, -71.2860712513",Bristol,Rhode Island
"32.5966480504, -86.1491465307",Elmore,Alabama
"39.090675859, -77.6357053514",Loudoun,Virginia
"35.9672502839, -77.9864448378",Nash,North Carolina
"37.5525344711, -85.2696313766",Marion,Kentucky
"32.458996427, -83.6662408919",Houston,Georgia
"45.7916364577, -86.8705966508",Delta,Michigan
"37.1453332323, -87.8679057735",Caldwell,Kentucky
"37.3222824489, -84.9283681524",Casey,Kentucky
"37.9698391666, -86.2171786433",Meade,Kentucky
"40.8492096503, -73.8530695745",Bronx,New York
"40.8509414055, -101.649613261",Perkins,Nebraska
"40.6822625859, -80.3492877814",Beaver,Pennsylvania
"35.8839481951, -94.658747151",Adair,Oklahoma
"42.2638016191, -110.655947277",Lincoln,Wyoming
"30.2292239003, -93.3579451616",Calcasieu,Louisiana
"46.4965611851, -108.39808813",Musselshell,Montana
"44.022011363, -96.6709220275",Moody,South Dakota
"39.6052632661, -80.6390976036",Wetzel,West Virginia
"35.4426448889, -84.2528004804",Monroe,Tennessee
"37.9991525438, -101.791256465",Hamilton,Kansas
"32.6384656558, -87.2944007854",Perry,Alabama
"31.1539910285, -83.4304650673",Cook,Georgia
"35.7610127808, -89.6314442054",Lauderdale,Tennessee
"41.2053450175, -90.7413938887",Mercer,Illinois
"29.5274926713, -95.7708885981",Fort Bend,Texas
"44.5794783729, -94.2321420772",Sibley,Minnesota
"32.8812700424, -84.2993435146",Upson,Georgia
"39.8600027881, -88.9615519316",Macon,Illinois
"18.336311374, -65.9991239839",Trujillo Alto,Puerto Rico
"35.6394734632, -80.5247717485",Rowan,North Carolina
"38.4202968763, -82.2417166787",Cabell,West Virginia
"33.028186394, -116.770204664",San Diego,California
"35.6786827093, -85.778498039",Warren,Tennessee
"42.4520186799, -76.4736541298",Tompkins,New York
"41.590577647, -88.4287883539",Kendall,Illinois
"42.8625961548, -91.8443243326",Fayette,Iowa
"31.1720242681, -88.9923282776",Perry,Mississippi
"45.4299476083, -100.03155444",Walworth,South Dakota
"31.4574378292, -83.5265943229",Tift,Georgia
"57.1140130761, -133.002459292",Petersburg,Alaska
"38.2145295036, -92.428407769",Miller,Missouri
"39.6597402335, -94.8059357005",Buchanan,Missouri
"45.5024730826, -92.9083421514",Chisago,Minnesota
"36.6061367396, -104.646842539",Colfax,New Mexico
"37.6846796381, -104.960584534",Huerfano,Colorado
"38.4137041563, -78.2792244734",Madison,Virginia
"38.8837685125, -94.8222610425",Johnson,Kansas
"43.9868496601, -91.779129433",Winona,Minnesota
"37.1596975589, -83.714662683",Clay,Kentucky
"38.4226080428, -76.0833253109",Dorchester,Maryland
"48.2345728769, -100.636289195",McHenry,North Dakota
"34.4835677354, -82.0059340359",Laurens,South Carolina
"36.7669321614, -98.8651275082",Woods,Oklahoma
"45.9024044497, -112.656713468",Silver Bow,Montana
"34.7441185158, -99.8462501441",Harmon,Oklahoma
"33.3534616689, -84.7633607428",Coweta,Georgia
"41.1514811895, -73.7533906824",Westchester,New York
"38.6064621876, -89.4224823889",Clinton,Illinois
"42.9311219743, -82.6643677239",St. Clair,Michigan
"44.6057305617, -72.6414291047",Lamoille,Vermont
"37.2850993946, -111.887766252",Kane,Utah
"45.1231152442, -94.5273094656",Meeker,Minnesota
"27.0816164392, -80.3984639525",Martin,Florida
"44.9985323069, -88.2205851408",Oconto,Wisconsin
"40.5148205338, -99.8307042877",Gosper,Nebraska
"34.894336814, -82.3707710973",Greenville,South Carolina
"41.5689031802, -101.695910708",Arthur,Nebraska
"35.4025956291, -81.9198334642",Rutherford,North Carolina
"40.3926315712, -96.2650968936",Johnson,Nebraska
"41.2851032069, -88.4184956524",Grundy,Illinois
"45.4005123213, -68.6494281289",Penobscot,Maine
"58.2787538674, -156.544796848",Lake and Peninsula,Alaska
"44.0221214974, -95.7632758339",Murray,Minnesota
"35.4906159935, -86.0747626426",Coffee,Tennessee
"38.083736798, -89.3670210808",Perry,Illinois
"41.8077476122, -78.5690251336",McKean,Pennsylvania
"40.6664172232, -105.461144451",Larimer,Colorado
"17.9733883474, -66.1363432071",Guayama,Puerto Rico
"40.6655968327, -119.664306118",Washoe,Nevada
"39.0100394517, -88.1538411275",Jasper,Illinois
"18.271003009, -66.7024478398",Utuado,Puerto Rico
"35.154110294, -84.859602735",Bradley,Tennessee
"30.1516119464, -94.8122103741",Liberty,Texas
"31.7597819469, -83.2204589709",Ben Hill,Georgia
"38.9464767816, -84.3796958206",Campbell,Kentucky
"29.3374418892, -90.8376399064",Terrebonne,Louisiana
"35.0481998087, -81.620428677",Cherokee,South Carolina
"34.290293884, -99.7457167359",Hardeman,Texas
"35.929110866, -80.5444636482",Davie,North Carolina
"18.1111155053, -67.0384198311",San Germán,Puerto Rico
"41.3985995057, -85.4174667322",Noble,Indiana
"39.3927278538, -87.1157584406",Clay,Indiana
"44.3890320927, -99.9960503842",Hughes,South Dakota
"26.5621530438, -98.7383995925",Starr,Texas
"31.8491922008, -103.579899078",Loving,Texas
"33.6769134328, -117.776142822",Orange,California
"32.7535170026, -89.5240158465",Leake,Mississippi
"42.7764677574, -94.2071830507",Humboldt,Iowa
"39.6785303915, -87.7455648767",Edgar,Illinois
"40.661536856, -83.6594624603",Hardin,Ohio
"44.3373203725, -85.0946817376",Missaukee,Michigan
"46.9401261862, -103.846565695",Golden Valley,North Dakota
"33.6164757788, -100.255850072",King,Texas
"26.9280228765, -97.636461158",Kenedy,Texas
"29.5003322407, -90.402594527",Lafourche,Louisiana
"38.6130327476, -85.3375681071",Trimble,Kentucky
"39.7843853292, -99.9034768772",Norton,Kansas
"44.9380153707, -98.3461899802",Spink,South Dakota
"36.0697841981, -88.0682731679",Benton,Tennessee
"37.9781820266, -77.9628583492",Louisa,Virginia
"39.1609175598, -86.5231372076",Monroe,Indiana
"41.0293737922, -93.3277206567",Lucas,Iowa
"45.9337163348, -95.453523681",Douglas,Minnesota
"41.5602875792, -84.5881378939",Williams,Ohio
"34.8056115749, -84.9672206823",Whitfield,Georgia
"33.2608769536, -84.2841507002",Spalding,Georgia
"42.7325458524, -93.2624729913",Franklin,Iowa
"41.499810931, -71.2809786997",Newport,Rhode Island
"35.8384916737, -100.813444084",Roberts,Texas
"42.7280755442, -77.7754915036",Livingston,New York
"40.422331371, -93.5685581671",Mercer,Missouri
"43.4666080487, -89.3337362349",Columbia,Wisconsin
"35.4012788062, -100.269647513",Wheeler,Texas
"44.734724982, -90.6120571133",Clark,Wisconsin
"30.2905333588, -92.4119791169",Acadia,Louisiana
"41.1259792495, -81.5321670204",Summit,Ohio
"36.0412452465, -91.1070801351",Lawrence,Arkansas
"43.9246050918, -90.1137916425",Juneau,Wisconsin
"45.475142699, -91.1331318556",Rusk,Wisconsin
"43.0182145442, -88.3045082663",Waukesha,Wisconsin
"39.769517371, -86.5099758786",Hendricks,Indiana
"42.8181212402, -74.0585725636",Schenectady,New York
"41.5740218741, -97.0864647524",Colfax,Nebraska
"42.3868746602, -95.5134961566",Ida,Iowa
"32.6131446771, -105.741442552",Otero,New Mexico
"18.4630482721, -66.9262663704",Quebradillas,Puerto Rico
"39.7821029111, -93.5482792786",Livingston,Missouri
"33.5419006063, -84.3576542517",Clayton,Georgia
"44.995486929, -96.1734786585",Lac qui Parle,Minnesota
"44.3191504404, -90.8051677338",Jackson,Wisconsin
"42.4300205961, -99.9295064518",Brown,Nebraska
"38.7568746647, -84.8593123857",Gallatin,Kentucky
"38.2067299514, -84.2171399549",Bourbon,Kentucky
"40.0103527451, -88.5910866502",Piatt,Illinois
"41.0317620678, -91.9488728782",Jefferson,Iowa
"37.3623265574, -90.9690828337",Reynolds,Missouri
"42.285105582, -86.3064148915",Van Buren,Michigan
"35.7347792105, -84.3118676685",Loudon,Tennessee
"34.5031701949, -84.8759139254",Gordon,Georgia
"27.3433797347, -81.3410379056",Highlands,Florida
"41.8506075383, -103.70794664",Scotts Bluff,Nebraska
"43.3877423794, -111.614752705",Bonneville,Idaho
"37.2641094188, -85.5531056748",Green,Kentucky
"44.9804118511, -101.665858437",Ziebach,South Dakota
"18.328993222, -65.8878876071",Canóvanas,Puerto Rico
"35.048611942, -78.8275607671",Cumberland,North Carolina
"44.7155640273, -100.132245565",Sully,South Dakota
"42.5785041032, -87.6531182363",Kenosha,Wisconsin
"42.948534903, -86.4218821702",Ottawa,Michigan
"38.7469030854, -106.194066665",Chaffee,Colorado
"46.8106825848, -102.65508878",Stark,North Dakota
"40.7637666014, -122.040521531",Shasta,California
"29.8093893174, -92.304282947",Vermilion,Louisiana
"36.2062757623, -81.1633856618",Wilkes,North Carolina
"41.9957776876, -86.6854211599",Berrien,Michigan
"45.0275448913, -84.127204086",Montmorency,Michigan
"38.4703210348, -89.9283990217",St. Clair,Illinois
"29.9826329444, -100.304741702",Edwards,Texas
"38.0815539776, -88.5390962907",Hamilton,Illinois
"41.6594961424, -108.879430782",Sweetwater,Wyoming
"35.8307887047, -90.632841255",Craighead,Arkansas
"33.3800616097, -86.1659036872",Talladega,Alabama
"42.9537338684, -84.1467311037",Shiawassee,Michigan
"36.6830914867, -76.9385845546",Franklin,Virginia
"37.1923179509, -101.312046958",Stevens,Kansas
"30.6609696648, -87.7498400784",Baldwin,Alabama
"32.699486303, -84.5330101769",Talbot,Georgia
"34.4442980744, -84.1706356875",Dawson,Georgia
"39.7415270637, -84.6480146659",Preble,Ohio
"37.9027017254, -103.716445685",Otero,Colorado
"33.701828378, -84.7679728373",Douglas,Georgia
"36.0611182361, -79.120649356",Orange,North Carolina
"41.4266615572, -73.74951416",Putnam,New York
"31.9479781068, -98.5582573019",Comanche,Texas
"37.8944043802, -90.1944237",Ste. Genevieve,Missouri
"41.220590588, -98.9762070587",Sherman,Nebraska
"30.6480415096, -97.6007621039",Williamson,Texas
"44.8982857088, -89.759058929",Marathon,Wisconsin
"48.8296158722, -121.872821263",Whatcom,Washington
"36.3085986469, -93.0915633723",Boone,Arkansas
"40.0968997041, -91.7221441017",Lewis,Missouri
"35.2687044015, -99.681956366",Beckham,Oklahoma
"46.191800961, -117.203075017",Asotin,Washington
"43.3822824324, -78.2304441066",Orleans,New York
"45.0214343278, -84.5989931681",Otsego,Michigan
"44.7162497148, -95.8683593995",Yellow Medicine,Minnesota
"37.5216171391, -83.3240853027",Breathitt,Kentucky
"34.0800586214, -79.362510123",Marion,South Carolina
"42.0365026335, -93.9316370877",Boone,Iowa
"35.5932989746, -77.3744965519",Pitt,North Carolina
"41.6860388529, -93.0537645398",Jasper,Iowa
"30.3106777835, -96.9657036787",Lee,Texas
"37.6504930265, -121.917998966",Alameda,California
"39.3509686024, -101.055531285",Thomas,Kansas
"39.132537495, -97.6502157692",Ottawa,Kansas
"35.1839946708, -89.8955956151",Shelby,Tennessee
"37.4608189464, -86.3438765333",Grayson,Kentucky
"44.5204732898, -109.587955049",Park,Wyoming
"42.4707837931, -91.837842149",Buchanan,Iowa
"48.7766295653, -96.7828440349",Kittson,Minnesota
"38.4237395729, -92.8859845551",Morgan,Missouri
"35.5964202026, -85.2051550952",Bledsoe,Tennessee
"32.4636565938, -82.9222383646",Laurens,Georgia
"40.7741618671, -73.9697971209",New York,New York
"33.9698311293, -92.6544402046",Dallas,Arkansas
"38.299192601, -77.4871504649",Fredericksburg,Virginia
"33.6166121137, -100.778860652",Dickens,Texas
"44.58291654, -92.0015496858",Pepin,Wisconsin
"37.5582639151, -99.2860476017",Kiowa,Kansas
"35.8400259746, -101.354699396",Hutchinson,Texas
"29.8929601366, -101.151715198",Val Verde,Texas
"43.0004744491, -90.1353840185",Iowa,Wisconsin
"29.6747549911, -82.3577015483",Alachua,Florida
"40.3369482878, -75.1068734265",Bucks,Pennsylvania
"48.7050337785, -112.994708925",Glacier,Montana
"30.6929040291, -87.0184494886",Santa Rosa,Florida
"37.3651781719, -84.3159414648",Rockcastle,Kentucky
"40.7695040098, -86.0450230743",Miami,Indiana
"37.5291899516, -87.2636042463",McLean,Kentucky
"45.5919771895, -118.736784883",Umatilla,Oregon
"43.3355804524, -102.551617407",Oglala Lakota,South Dakota
"27.6963908471, -80.5740896149",Indian River,Florida
"41.3319875239, -75.0338289783",Pike,Pennsylvania
"39.3502287543, -99.3250571176",Rooks,Kansas
"34.225546386, -84.1250173789",Forsyth,Georgia
"44.0234449525, -98.0913750444",Sanborn,South Dakota
"35.0169370912, -97.8841201933",Grady,Oklahoma
"45.0043671834, -88.7100058635",Menominee,Wisconsin
"34.7154580153, -106.809062349",Valencia,New Mexico
"45.0326297438, -87.028957047",Door,Wisconsin
"38.0270346749, -92.7660468541",Camden,Missouri
"36.3790614615, -97.7827227881",Garfield,Oklahoma
"41.8950837577, -84.0663667481",Lenawee,Michigan
"42.267809005, -77.3838032543",Steuben,New York
"41.0229983046, -87.1161212419",Jasper,Indiana
"43.3348466891, -97.7544162352",Hutchinson,South Dakota
"43.386924164, -98.3660983597",Douglas,South Dakota
"38.2164999843, -75.2966708247",Worcester,Maryland
"34.0245101817, -96.7691343971",Marshall,Oklahoma
"35.7415534129, -91.5697116529",Independence,Arkansas
"34.7542368128, -91.8887898981",Lonoke,Arkansas
"34.7004337984, -87.8049852867",Colbert,Alabama
"36.3900951244, -78.9718051426",Person,North Carolina
"38.9143249144, -99.8727358362",Trego,Kansas
"33.7936596461, -82.4512128043",Lincoln,Georgia
"40.1757608618, -97.1427156563",Jefferson,Nebraska
"36.9055088424, -94.3392465045",Newton,Missouri
"34.1979978627, -118.26101385",Los Angeles,California
"31.2060330455, -89.5086725366",Lamar,Mississippi
"47.2776387249, -106.992889065",Garfield,Montana
"33.4485258506, -89.9201976988",Carroll,Mississippi
"32.5481331978, -94.3714865548",Harrison,Texas
"36.3715618824, -95.6043730203",Rogers,Oklahoma
"31.4284974445, -102.51556846",Crane,Texas
"44.6836233781, -83.1290075152",Alcona,Michigan
"37.2809053404, -92.8758770268",Webster,Missouri
"40.761491497, -86.3459465589",Cass,Indiana
"37.5947979696, -83.7162777687",Lee,Kentucky
"41.5210180281, -113.082022662",Box Elder,Utah
"32.8024055204, -83.1712490669",Wilkinson,Georgia
"38.326661062, -103.784825661",Crowley,Colorado
"41.394264035, -99.7261437929",Custer,Nebraska
"33.7955389816, -90.8804009104",Bolivar,Mississippi
"30.5795335845, -95.1669012009",San Jacinto,Texas
"40.7746843377, -82.5364843947",Richland,Ohio
"32.5993157059, -96.287794573",Kaufman,Texas
"33.2154016682, -109.240355413",Greenlee,Arizona
"31.6262755156, -84.9801029119",Clay,Georgia
"14.1515429648, 145.215166139",Rota,Northern Mariana Islands
"42.7934613757, -120.38733759",Lake,Oregon
"32.4038815035, -82.567282527",Treutlen,Georgia
"32.3060301333, -101.951216779",Martin,Texas
"42.1717425857, -90.5742293965",Jackson,Iowa
"32.403442782, -82.0736728222",Candler,Georgia
"32.9362268304, -86.2476592648",Coosa,Alabama
"38.0249578597, -87.5857849635",Vanderburgh,Indiana
"40.4400836596, -74.4088356547",Middlesex,New Jersey
"41.7570882119, -71.0885008559",Bristol,Massachusetts
"43.3137033973, -73.4307589223",Washington,New York
"31.9141614433, -108.714976887",Hidalgo,New Mexico
"37.3384339705, -108.596669828",Montezuma,Colorado
"37.7238515313, -93.8566135049",Cedar,Missouri
"47.3079544484, -111.347045865",Cascade,Montana
"42.6029174357, -83.9115277453",Livingston,Michigan
"44.0220442699, -97.129376351",Lake,South Dakota
"36.3932742158, -79.3335234769",Caswell,North Carolina
"37.3151524068, -79.5241721318",Bedford,Virginia
"35.9790563044, -94.2155848036",Washington,Arkansas
"36.7142829107, -82.6029222713",Scott,Virginia
"40.5938843197, -102.357579601",Phillips,Colorado
"33.4249531354, -88.8793051624",Oktibbeha,Mississippi
"37.5571085124, -82.7457041434",Floyd,Kentucky
"35.5560557128, -82.9821729698",Haywood,North Carolina
"31.5515116745, -83.8508756933",Worth,Georgia
"36.7580732628, -84.145177727",Whitley,Kentucky
"40.1315428804, -96.2370551712",Pawnee,Nebraska
"41.1457829623, -115.35770071",Elko,Nevada
"39.020397715, -119.189196841",Lyon,Nevada
"35.6388377895, -99.0015558433",Custer,Oklahoma
"39.7371483117, -82.2361379221",Perry,Ohio
"37.2914862292, -77.2984913408",Hopewell,Virginia
"41.744942366, -123.957801356",Del Norte,California
"34.416170665, -95.3758623589",Pushmataha,Oklahoma
"30.7100896074, -82.8939351883",Echols,Georgia
"34.6145873342, -78.5636493115",Bladen,North Carolina
"38.7646163949, -91.1606930888",Warren,Missouri
"43.9457158153, -90.6178241184",Monroe,Wisconsin
"37.6584480026, -87.9453835494",Union,Kentucky
"45.5521529589, -94.6130114109",Stearns,Minnesota
"36.4858546341, -83.6604159043",Claiborne,Tennessee
"18.1183693017, 145.631090555",Northern Islands,Northern Mariana Islands
"37.4197763873, -84.0057660473",Jackson,Kentucky
"30.5382395947, -91.0956166217",East Baton Rouge,Louisiana
"48.6553582885, -111.695670939",Toole,Montana
"32.2616858077, -84.3147208166",Schley,Georgia
"44.2287741072, -111.481955865",Fremont,Idaho
"45.0694080018, -91.2798860249",Chippewa,Wisconsin
"37.1039268916, -84.5771762961",Pulaski,Kentucky
"31.0378936572, -83.0626533592",Lanier,Georgia
"34.3639350883, -89.9505672784",Panola,Mississippi
"33.2052512262, -97.1170055183",Denton,Texas
"42.037212461, -95.3819677478",Crawford,Iowa
"30.8419677363, -83.5802119065",Brooks,Georgia
